srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system1rank,system2Number,system2Id,system2rank,system3Number,system3Id,system3rank,system4Number,system4Id,system4rank,system5Number,system5Id,system5rank,system6Number,system6Id,system6rank,system7Number,system7Id,system7rank,system8Number,system8Id,system8rank,system9Number,system9Id,system9rank,system10Number,system10Id,system10rank,system11Number,system11Id,system11rank,system12Number,system12Id,system12rank,system13Number,system13Id,system13rank,system14Number,system14Id,system14rank
Complex,simple,10,-1,10,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,11,-1,11,combined_levenshtein0.00,-1,POST,1,-1,NTHU,6,-1,AMU,6,-1,CUUI,6,-1,IITB,6,-1,IPN,6,-1,PKU,1,-1,RAC,1,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,5,-1,SOURCE,6,-1,NUCLEA,1
Complex,simple,12,-1,12,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,13,-1,13,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,14,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,14,-1,14,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,15,-1,15,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,16,-1,16,combined_levenshtein0.00,-1,POST,1,-1,NTHU,7,-1,AMU,1,-1,CUUI,6,-1,IITB,11,-1,IPN,11,-1,PKU,1,-1,RAC,1,-1,SJTU,7,-1,UFC,11,-1,UMC,7,-1,CAMB,7,-1,SOURCE,11,-1,NUCLEA,1
Complex,simple,17,-1,17,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,18,-1,18,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,19,-1,19,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,20,-1,20,combined_levenshtein0.00,-1,POST,4,-1,NTHU,4,-1,AMU,4,-1,CUUI,3,-1,IITB,4,-1,IPN,4,-1,PKU,4,-1,RAC,4,-1,SJTU,1,-1,UFC,4,-1,UMC,1,-1,CAMB,13,-1,SOURCE,4,-1,NUCLEA,14
Complex,simple,21,-1,21,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,22,-1,22,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,23,-1,23,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,24,-1,24,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,25,-1,25,combined_levenshtein0.00,-1,POST,2,-1,NTHU,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,1,-1,CAMB,13,-1,SOURCE,2,-1,NUCLEA,13
Complex,simple,26,-1,26,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,27,-1,27,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,28,-1,28,combined_levenshtein0.00,-1,POST,6,-1,NTHU,6,-1,AMU,1,-1,CUUI,14,-1,IITB,6,-1,IPN,6,-1,PKU,1,-1,RAC,6,-1,SJTU,6,-1,UFC,6,-1,UMC,1,-1,CAMB,1,-1,SOURCE,6,-1,NUCLEA,5
Complex,simple,29,-1,29,combined_levenshtein0.00,-1,POST,1,-1,NTHU,14,-1,AMU,5,-1,CUUI,5,-1,IITB,5,-1,IPN,5,-1,PKU,1,-1,RAC,1,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,13,-1,SOURCE,5,-1,NUCLEA,1
Complex,simple,30,-1,30,combined_levenshtein0.00,-1,POST,13,-1,NTHU,2,-1,AMU,2,-1,CUUI,11,-1,IITB,2,-1,IPN,2,-1,PKU,2,-1,RAC,11,-1,SJTU,2,-1,UFC,2,-1,UMC,1,-1,CAMB,14,-1,SOURCE,2,-1,NUCLEA,2
Complex,simple,31,-1,31,combined_levenshtein0.00,-1,POST,1,-1,NTHU,13,-1,AMU,1,-1,CUUI,13,-1,IITB,8,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,8,-1,UFC,8,-1,UMC,7,-1,CAMB,8,-1,SOURCE,8,-1,NUCLEA,1
Complex,simple,32,-1,32,combined_levenshtein0.00,-1,POST,1,-1,NTHU,7,-1,AMU,7,-1,CUUI,7,-1,IITB,7,-1,IPN,7,-1,PKU,1,-1,RAC,1,-1,SJTU,7,-1,UFC,7,-1,UMC,5,-1,CAMB,5,-1,SOURCE,7,-1,NUCLEA,1
Complex,simple,33,-1,33,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,34,-1,34,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,35,-1,35,combined_levenshtein0.00,-1,POST,1,-1,NTHU,14,-1,AMU,1,-1,CUUI,8,-1,IITB,8,-1,IPN,8,-1,PKU,1,-1,RAC,1,-1,SJTU,8,-1,UFC,8,-1,UMC,7,-1,CAMB,1,-1,SOURCE,8,-1,NUCLEA,1
Complex,simple,36,-1,36,combined_levenshtein0.00,-1,POST,1,-1,NTHU,2,-1,AMU,14,-1,CUUI,9,-1,IITB,9,-1,IPN,6,-1,PKU,6,-1,RAC,3,-1,SJTU,9,-1,UFC,9,-1,UMC,3,-1,CAMB,8,-1,SOURCE,9,-1,NUCLEA,3
Complex,simple,37,-1,37,combined_levenshtein0.00,-1,POST,1,-1,NTHU,14,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,38,-1,38,combined_levenshtein0.00,-1,POST,12,-1,NTHU,5,-1,AMU,1,-1,CUUI,12,-1,IITB,4,-1,IPN,5,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,1,-1,CAMB,1,-1,SOURCE,5,-1,NUCLEA,14
Complex,simple,39,-1,39,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,40,-1,40,combined_levenshtein0.00,-1,POST,3,-1,NTHU,12,-1,AMU,3,-1,CUUI,11,-1,IITB,3,-1,IPN,3,-1,PKU,13,-1,RAC,14,-1,SJTU,3,-1,UFC,3,-1,UMC,1,-1,CAMB,3,-1,SOURCE,3,-1,NUCLEA,1
Complex,simple,41,-1,41,combined_levenshtein0.00,-1,POST,14,-1,NTHU,3,-1,AMU,4,-1,CUUI,1,-1,IITB,4,-1,IPN,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,1,-1,CAMB,4,-1,SOURCE,4,-1,NUCLEA,4
Complex,simple,42,-1,42,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,43,-1,43,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,44,-1,44,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,45,-1,45,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,46,-1,46,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,14,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,47,-1,47,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,48,-1,48,combined_levenshtein0.00,-1,POST,1,-1,NTHU,6,-1,AMU,5,-1,CUUI,6,-1,IITB,6,-1,IPN,6,-1,PKU,1,-1,RAC,1,-1,SJTU,13,-1,UFC,6,-1,UMC,6,-1,CAMB,13,-1,SOURCE,6,-1,NUCLEA,4
Complex,simple,49,-1,49,combined_levenshtein0.00,-1,POST,1,-1,NTHU,5,-1,AMU,5,-1,CUUI,12,-1,IITB,5,-1,IPN,5,-1,PKU,1,-1,RAC,1,-1,SJTU,5,-1,UFC,5,-1,UMC,12,-1,CAMB,12,-1,SOURCE,5,-1,NUCLEA,1
Complex,simple,50,-1,50,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,51,-1,51,combined_levenshtein0.00,-1,POST,1,-1,NTHU,13,-1,AMU,6,-1,CUUI,6,-1,IITB,6,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,13,-1,SOURCE,6,-1,NUCLEA,1
Complex,simple,52,-1,52,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,14,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,53,-1,53,combined_levenshtein0.00,-1,POST,1,-1,NTHU,14,-1,AMU,1,-1,CUUI,7,-1,IITB,7,-1,IPN,7,-1,PKU,1,-1,RAC,1,-1,SJTU,12,-1,UFC,7,-1,UMC,6,-1,CAMB,1,-1,SOURCE,7,-1,NUCLEA,12
Complex,simple,54,-1,54,combined_levenshtein0.00,-1,POST,1,-1,NTHU,7,-1,AMU,14,-1,CUUI,7,-1,IITB,7,-1,IPN,7,-1,PKU,2,-1,RAC,2,-1,SJTU,7,-1,UFC,7,-1,UMC,5,-1,CAMB,5,-1,SOURCE,7,-1,NUCLEA,2
Complex,simple,55,-1,55,combined_levenshtein0.00,-1,POST,1,-1,NTHU,8,-1,AMU,4,-1,CUUI,8,-1,IITB,8,-1,IPN,8,-1,PKU,1,-1,RAC,1,-1,SJTU,8,-1,UFC,8,-1,UMC,7,-1,CAMB,4,-1,SOURCE,8,-1,NUCLEA,6
Complex,simple,56,-1,56,combined_levenshtein0.00,-1,POST,5,-1,NTHU,6,-1,AMU,6,-1,CUUI,12,-1,IITB,6,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,6,-1,UFC,6,-1,UMC,12,-1,CAMB,12,-1,SOURCE,6,-1,NUCLEA,1
Complex,simple,57,-1,57,combined_levenshtein0.00,-1,POST,14,-1,NTHU,7,-1,AMU,1,-1,CUUI,12,-1,IITB,1,-1,IPN,7,-1,PKU,6,-1,RAC,7,-1,SJTU,12,-1,UFC,7,-1,UMC,1,-1,CAMB,1,-1,SOURCE,7,-1,NUCLEA,1
Complex,simple,58,-1,58,combined_levenshtein0.00,-1,POST,1,-1,NTHU,6,-1,AMU,6,-1,CUUI,8,-1,IITB,9,-1,IPN,9,-1,PKU,1,-1,RAC,1,-1,SJTU,9,-1,UFC,9,-1,UMC,9,-1,CAMB,5,-1,SOURCE,9,-1,NUCLEA,1
Complex,simple,59,-1,59,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,60,-1,60,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,61,-1,61,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,62,-1,62,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,14,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,63,-1,63,combined_levenshtein0.00,-1,POST,8,-1,NTHU,9,-1,AMU,3,-1,CUUI,7,-1,IITB,9,-1,IPN,9,-1,PKU,3,-1,RAC,3,-1,SJTU,9,-1,UFC,9,-1,UMC,1,-1,CAMB,3,-1,SOURCE,9,-1,NUCLEA,2
Complex,simple,64,-1,64,combined_levenshtein0.00,-1,POST,12,-1,NTHU,7,-1,AMU,1,-1,CUUI,5,-1,IITB,7,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,7,-1,UFC,7,-1,UMC,14,-1,CAMB,12,-1,SOURCE,7,-1,NUCLEA,6
Complex,simple,65,-1,65,combined_levenshtein0.00,-1,POST,6,-1,NTHU,6,-1,AMU,6,-1,CUUI,14,-1,IITB,6,-1,IPN,6,-1,PKU,3,-1,RAC,3,-1,SJTU,6,-1,UFC,3,-1,UMC,6,-1,CAMB,1,-1,SOURCE,6,-1,NUCLEA,1
Complex,simple,66,-1,66,combined_levenshtein0.00,-1,POST,14,-1,NTHU,1,-1,AMU,1,-1,CUUI,11,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,11,-1,SOURCE,1,-1,NUCLEA,11
Complex,simple,67,-1,67,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,14,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,68,-1,68,combined_levenshtein0.00,-1,POST,1,-1,NTHU,6,-1,AMU,6,-1,CUUI,5,-1,IITB,6,-1,IPN,6,-1,PKU,1,-1,RAC,1,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,14,-1,SOURCE,6,-1,NUCLEA,1
Complex,simple,69,-1,69,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,70,-1,70,combined_levenshtein0.00,-1,POST,3,-1,NTHU,1,-1,AMU,1,-1,CUUI,14,-1,IITB,3,-1,IPN,3,-1,PKU,3,-1,RAC,3,-1,SJTU,13,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,SOURCE,3,-1,NUCLEA,3
Complex,simple,71,-1,71,combined_levenshtein0.00,-1,POST,13,-1,NTHU,4,-1,AMU,1,-1,CUUI,1,-1,IITB,4,-1,IPN,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,4,-1,CAMB,13,-1,SOURCE,4,-1,NUCLEA,1
Complex,simple,72,-1,72,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,14,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,73,-1,73,combined_levenshtein0.00,-1,POST,4,-1,NTHU,1,-1,AMU,4,-1,CUUI,4,-1,IITB,4,-1,IPN,4,-1,PKU,1,-1,RAC,1,-1,SJTU,4,-1,UFC,4,-1,UMC,4,-1,CAMB,4,-1,SOURCE,4,-1,NUCLEA,4
Complex,simple,74,-1,74,combined_levenshtein0.00,-1,POST,3,-1,NTHU,3,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,PKU,1,-1,RAC,1,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,14,-1,SOURCE,3,-1,NUCLEA,3
Complex,simple,75,-1,75,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,76,-1,76,combined_levenshtein0.00,-1,POST,1,-1,NTHU,8,-1,AMU,1,-1,CUUI,7,-1,IITB,8,-1,IPN,8,-1,PKU,1,-1,RAC,1,-1,SJTU,8,-1,UFC,8,-1,UMC,8,-1,CAMB,1,-1,SOURCE,8,-1,NUCLEA,1
Complex,simple,77,-1,77,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,78,-1,78,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,79,-1,79,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,80,-1,80,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,13,-1,CAMB,13,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,81,-1,81,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
Complex,simple,82,-1,82,combined_levenshtein0.00,-1,POST,4,-1,NTHU,7,-1,AMU,1,-1,CUUI,7,-1,IITB,7,-1,IPN,7,-1,PKU,1,-1,RAC,1,-1,SJTU,14,-1,UFC,7,-1,UMC,7,-1,CAMB,5,-1,SOURCE,7,-1,NUCLEA,5
Complex,simple,83,-1,83,combined_levenshtein0.00,-1,POST,1,-1,NTHU,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,SOURCE,1,-1,NUCLEA,1
